date,hostname,CPU#0 Status,MEM#00A Status,MEM#01A Status,MEM#02A Status,MEM#03A Status,PSU#0 Status,PSU#1 Status,FANU#0 Status,FANU#1 Status,FANU#2 Status,FANU#3 Status,FANU#4 Status,FANU#5 Status,FANU#6 Status,uptime,load_average_last_1_min,load_average_last_5_min,load_average_last_15_min,Status_of_volume,Hard_disk_2_0,Hard_disk_2_1,Hard_disk_2_2,Hard_disk_2_3,rpool_state,rpool_CAP,IPv4_LISTEN,net0/v4_STATE,net1/v4_STATE,net2/v4_STATE,net3/v4_STATE,net4/v4_STATE,net5/v4_STATE,net6/v4_STATE,net7/v4_STATE,net8/v4_STATE,net9/v4_STATE,net10/v4_STATE,net11/v4_STATE,Temperature,CPU_0_Temperature,MEM_00A_Temperature,MEM_01A_Temperature,MEM_02A_Temperature,MEM_03A_Temperature,SAS_Temperature,MBU_1_35V_0_volt,MBU_1_35V_1_volt,MBU_1_5V_0_volt,MBU_1_5V_1_volt,PSUBP_3_3V,PSUBP_5_0V,FAN_0_0,FAN_0_1,FAN_1_0,FAN_1_1,FAN_2_0,FAN_2_1,FAN_3_0,FAN_3_1,FAN_4_0,FAN_4_1,FAN_5_0,FAN_5_1,FAN_6_0,FAN_6_1,Actual_AC_power_consumption,Air_Flow,PSB_00_0_Fault,Own_Status,CEDS_Number_of_Process,CEDS_almevt_k_dbt_count,CEDS_oradata_Usage,SCADA_To_mode
2024041205,CEDS_10.140.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,170,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/46010/62223,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,21.12,41.90,27.00,26.50,28.25,27.50,33.56,1.345,1.346,1.538,1.499,3.279,5.063,10953,9473,10953,9391,11020,9391,11042,9294,10843,9294,10975,9407,10953,9326,218,82,Normal,Alive in Master,22,6849,38,N/A
2024041205,CEDS_10.148.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,245,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,46,21/22/23/111/389/514/636/1521/5900/6482/8101/54363/58128,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,23.69,45.91,29.50,29.50,32.00,30.75,36.75,1.344,1.346,1.541,1.498,3.264,5.075,10909,9342,10975,9424,10997,9407,10843,9137,10909,9294,10887,9310,11065,9473,220,82,Normal,Alive in Master,22,2016,38,N/A
2024041205,CEDS_10.141.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,171,0.03,0.03,0.03,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,49,21/22/23/111/389/514/636/1521/6482/8101/52069/56266,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,21.81,41.90,27.75,27.75,29.25,28.50,34.00,1.344,1.346,1.532,1.496,3.279,5.051,10843,9278,10887,9358,10997,9457,10843,9342,10778,9230,10800,9278,10778,9215,218,82,Normal,Alive in Master,22,11550,37,N/A
2024041205,CEDS_10.154.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,273,0.04,0.03,0.03,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,54,21/22/23/111/389/514/636/1521/6482/8101/50000/57607,ok,ok,ok,N/A,ok,N/A,ok,inaccessible,N/A,N/A,N/A,N/A,23.25,43.82,29.25,28.75,30.75,30.50,36.19,1.345,1.346,1.537,1.499,3.296,5.047,11020,9358,10821,9230,10909,9358,10865,9215,10909,9230,11088,9540,10865,9358,219,82,Normal,Alive in Master,22,10949,47,N/A
2024041205,TIS_10.152.24.72,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,136,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,22,21/22/23/111/6482/8101,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,23.00,43.47,28.50,28.75,29.75,29.25,35.25,1.345,1.346,1.531,1.494,3.280,5.061,11111,9523,10909,9391,11042,9407,10997,9342,11065,9457,11042,9457,11157,9523,219,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041205,TIS_10.154.24.72,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,273,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,22,21/22/23/111/514/6482/8101,ok,ok,ok,N/A,ok,N/A,ok,inaccessible,N/A,N/A,N/A,N/A,23.00,43.30,29.00,28.75,30.75,29.75,35.19,1.344,1.346,1.535,1.494,3.280,5.075,10975,9440,10865,9358,11088,9507,10887,9199,10887,9358,10778,9310,10865,9310,218,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041205,TIS_10.148.24.72,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,245,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,22,22/23/111/6482/8101,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,23.44,44.63,29.50,29.25,31.00,30.25,35.88,1.344,1.346,1.541,1.498,3.274,5.054,10800,9199,11065,9424,10756,9230,10800,9106,11020,9391,11020,9407,11042,9457,219,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041205,DAC_10.152.16.31,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,90,0.02,0.02,0.02,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,30,21/22/23/111/6482/8101,ok,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,26.31,47.36,33.00,32.50,34.00,33.00,37.25,1.345,1.346,1.547,1.495,3.268,5.037,14555,12558,14210,12272,14673,12442,14361,12217,14400,12413,14361,12442,14210,12244,248,99,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041205,OIF_10.152.24.33,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,90,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,24,21/22/23/111/6482/8101,N/A,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,25.19,47.07,32.50,32.00,33.25,32.75,37.25,1.344,1.348,1.538,1.504,3.266,5.054,14361,12385,14136,12300,14361,12385,14438,12413,14173,12244,14516,12500,14634,12500,250,99,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041205,DAC_10.148.16.31,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,49,0.02,0.02,0.02,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,29,21/22/23/111/6482/8101,ok,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,25.31,48.23,33.50,32.75,35.00,34.50,38.81,1.346,1.347,1.538,1.495,3.258,5.052,14400,12356,14516,12471,14400,12217,14099,12189,14438,12385,14477,12300,14477,12442,249,99,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041205,OIF_10.148.24.33,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,296,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,24,21/22/23/111/6482/8101,N/A,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,26.00,45.50,32.25,32.75,32.50,32.25,37.00,1.345,1.346,1.539,1.499,3.268,5.051,14099,12134,14210,12328,14323,12272,14025,12000,14400,12300,14248,12385,14400,12356,243,99,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041205,DAC_10.154.16.31,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,79,0.02,0.02,0.02,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,29,21/22/23/111/6482/8101,ok,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,25.25,50.02,33.50,33.25,35.00,34.00,40.00,1.344,1.346,1.536,1.502,3.280,5.061,11020,9473,10953,9294,10931,9278,10693,9152,10997,9424,10887,9326,11065,9440,226,82,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041205,OIF_10.154.24.33,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,303,0.01,0.01,0.01,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,24,21/22/23/111/6482/8101,N/A,ok,ok,N/A,N/A,ok,N/A,N/A,N/A,N/A,N/A,N/A,25.12,48.69,32.75,32.25,33.25,32.50,38.50,1.344,1.344,1.543,1.501,3.263,5.068,10843,9262,11111,9574,10975,9326,10650,9168,11065,9574,11111,9507,10997,9358,223,82,Normal,N/A,N/A,N/A,N/A,ONLINE 
2024041305,PMC_192.168.1.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,32,0.01,0.01,0.01,N/A,Ready,Ready,N/A,N/A,ONLINE,8,21/22/23/80/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,23.06,42.89,29.00,28.50,29.50,29.50,35.00,1.346,1.346,1.538,1.504,3.269,5.042,11180,9574,10953,9342,10843,9440,11111,9375,11157,9523,10756,9230,10909,9490,232,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.3.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,229,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,21.25,42.19,27.50,27.00,28.25,28.25,36.00,1.345,1.346,1.539,1.497,3.256,5.066,11088,9457,10865,9358,10997,9342,10714,9230,10931,9294,10931,9294,11134,9457,216,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.5.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,228,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,20.38,40.40,26.00,26.00,27.25,27.25,32.88,1.344,1.346,1.544,1.499,3.283,5.059,10074,8557,10018,8626,10112,8626,10112,8585,9944,8598,10112,8585,10055,8667,210,76,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.7.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,208,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,19.44,40.51,25.25,25.00,26.75,26.25,32.69,1.345,1.344,1.544,1.502,3.275,5.086,10074,8544,10188,8737,10131,8695,9963,8530,9890,8490,10074,8640,10018,8640,209,76,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.11.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,234,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,19.94,41.73,26.25,25.75,27.25,26.50,33.12,1.344,1.346,1.545,1.499,3.273,5.080,9800,8437,10169,8794,10112,8640,10093,8653,9981,8517,10188,8667,10131,8809,211,76,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.13.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,248,0.00,0.00,0.00,Okay,Optimal,Optimal,Ready,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,21.81,42.95,27.25,27.50,29.25,28.50,34.62,1.344,1.346,1.541,1.498,3.265,5.051,10821,9230,10931,9342,10953,9342,10735,9230,10953,9358,11042,9490,10975,9457,218,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.15.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,233,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,24.00,46.43,29.50,29.25,30.75,30.50,36.06,1.345,1.346,1.548,1.497,3.284,5.100,10997,9424,10953,9342,10997,9375,10931,9310,11020,9342,11111,9407,10909,9310,220,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.19.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,138,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,24.88,50.31,31.00,30.50,32.25,31.75,37.94,1.345,1.346,1.533,1.500,3.263,5.045,11134,9507,11134,9440,10953,9358,10821,9358,10997,9278,10997,9407,10931,9262,221,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.21.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,292,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,22.75,43.64,28.50,28.25,30.00,30.00,37.00,1.345,1.346,1.534,1.498,3.266,5.037,10887,9310,11134,9457,11020,9457,10909,9342,10887,9326,10975,9358,10843,9230,216,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.23.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,137,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,26.12,45.15,31.25,31.25,32.75,32.00,36.38,1.344,1.347,1.541,1.502,3.264,5.056,14361,12356,14400,12189,14400,12300,14173,12189,14400,12385,14210,12189,14361,12244,242,99,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.25.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,109,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,24.25,45.73,30.25,30.00,31.50,31.00,37.12,1.346,1.346,1.545,1.496,3.295,5.033,10953,9358,10865,9278,11088,9490,10931,9358,10887,9375,10997,9375,10887,9262,219,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.29.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,108,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,24.25,46.66,30.25,30.00,31.00,30.50,38.69,1.346,1.346,1.542,1.501,3.261,5.075,11042,9375,10931,9490,11020,9342,10887,9168,10865,9278,11020,9358,10714,9262,219,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.33.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,52,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,ok,ok,ok,N/A,N/A,ok,ok,21.94,43.70,27.50,27.25,28.75,28.50,34.19,1.346,1.346,1.535,1.499,3.254,5.066,10887,9278,10800,9278,10865,9310,10778,9278,10909,9440,10953,9358,11111,9540,220,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.35.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,128,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,22.88,43.88,28.75,28.25,30.25,29.50,35.19,1.345,1.346,1.549,1.496,3.270,5.051,10865,9278,10909,9310,10865,9199,10778,9183,10931,9278,10756,9230,11088,9391,215,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.39.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,221,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,22.12,43.18,28.50,27.50,29.00,28.25,34.56,1.344,1.347,1.543,1.499,3.253,5.042,10843,9246,10887,9310,10887,9358,10693,9230,10909,9278,11134,9507,11134,9326,217,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.37.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,115,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,ok,ok,N/A,N/A,ok,ok,23.38,44.75,29.50,29.00,30.25,30.00,36.44,1.346,1.346,1.535,1.498,3.273,5.054,10975,9358,10909,9294,11111,9473,10609,9230,10887,9230,10953,9457,10887,9294,220,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.17.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,56,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,N/A,ok,N/A,N/A,N/A,N/A,23.69,43.82,29.25,29.25,31.00,30.50,36.19,1.344,1.346,1.544,1.503,3.275,5.054,11088,9342,10909,9278,10887,9215,10609,9215,11134,9424,10953,9358,10865,9246,213,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,PMC_192.168.31.50,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,107,0.00,0.00,0.00,Okay,Optimal,Optimal,Hot Spare,N/A,ONLINE,4,21/22/23/111/514/2001/2011/6482/8101,ok,ok,N/A,ok,N/A,N/A,N/A,ok,N/A,N/A,N/A,N/A,24.19,46.02,29.75,30.00,31.25,30.75,37.00,1.345,1.347,1.541,1.502,3.254,5.070,10931,9424,11134,9490,10975,9457,10843,9358,11111,9507,10865,9424,10975,9407,221,82,Normal,N/A,N/A,N/A,N/A,N/A
2024041305,CEDS_10.138.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,109,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/31571/43189,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,24.50,47.07,31.00,30.50,32.50,32.00,37.69,1.344,1.345,1.550,1.498,3.276,5.058,11134,9473,10975,9375,11020,9375,10909,9391,10843,9278,10778,9230,10909,9342,222,82,Normal,Alive in Master,22,4934,38,N/A
2024041305,CEDS_10.131.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,229,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/18350/54881,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,24.50,46.08,31.00,30.50,32.00,31.00,38.12,1.345,1.347,1.543,1.498,3.265,5.065,11111,9507,10953,9294,10997,9424,10756,9230,10997,9440,10887,9246,10778,9294,222,82,Normal,Alive in Master,22,370,38,N/A
2024041305,CEDS_10.132.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,165,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/36261/60740,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,19.75,40.05,25.25,25.25,26.75,26.25,32.19,1.346,1.346,1.543,1.496,3.301,5.054,10266,8780,10055,8612,10169,8766,10000,8503,10112,8737,10246,8780,10246,8737,209,76,Normal,Alive in Master,22,7345,38,N/A
2024041305,CEDS_10.133.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,193,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/37888/63084,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,19.44,39.87,25.75,25.00,27.00,26.50,32.25,1.345,1.346,1.535,1.498,3.273,5.023,10055,8598,9944,8571,10207,8766,10018,8477,10037,8640,10055,8681,9890,8544,209,76,Normal,Alive in Master,22,7163,38,N/A
2024041305,CEDS_10.134.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,105,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/14370/35489,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,20.19,43.88,26.50,26.00,28.75,28.00,34.00,1.344,1.346,1.540,1.495,3.284,5.021,10018,8626,10000,8612,10246,8837,9712,8282,9872,8477,9890,8490,10169,8737,218,76,Normal,Alive in Master,22,10003,38,N/A
2024041305,CEDS_10.151.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,206,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,46,21/22/23/111/389/514/636/1521/6482/8101/17445/37948,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,21.12,41.67,26.75,26.75,28.25,27.00,33.00,1.345,1.346,1.538,1.495,3.279,5.059,10953,9342,10843,9294,10931,9294,10931,9278,10909,9294,10865,9407,10975,9278,220,82,Normal,Alive in Master,22,2164,38,N/A
2024041305,CEDS_10.135.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,206,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/37048/40626,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,24.88,47.07,31.00,30.75,32.50,31.50,37.62,1.346,1.345,1.545,1.501,3.259,5.017,10997,9391,10909,9230,11088,9507,10629,9152,11111,9490,10778,9152,11134,9440,225,82,Normal,Alive in Master,22,7173,38,N/A
2024041305,CEDS_10.136.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,292,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/11285/34410,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,25.25,46.37,31.25,30.75,33.00,32.25,37.12,1.345,1.346,1.537,1.500,3.274,5.040,11134,9507,10865,9310,10909,9294,10909,9137,11111,9457,10953,9262,11203,9625,222,82,Normal,Alive in Master,22,9311,38,N/A
2024041305,CEDS_10.152.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,137,0.05,0.04,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,48,21/22/23/111/389/514/636/1521/6482/8101/29181/64758,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,23.31,43.88,29.00,28.50,30.75,29.75,35.88,1.345,1.346,1.547,1.503,3.280,5.073,10975,9358,10953,9342,11111,9490,10800,9326,10997,9440,10865,9262,10953,9326,221,82,Normal,Alive in Master,22,9751,38,N/A
2024041305,CEDS_10.137.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,137,0.05,0.05,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/11928/17872,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,26.88,45.33,31.75,31.75,33.75,33.00,37.31,1.348,1.348,1.539,1.499,3.266,5.059,14438,12442,14248,12217,14438,12300,14173,12162,14400,12356,14099,12244,14361,12471,242,99,Normal,Alive in Master,22,7439,38,N/A
2024041305,CEDS_10.139.24.62,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,108,0.05,0.04,0.04,Okay,Optimal,Optimal,Hot Spare,Ready,ONLINE,45,21/22/23/111/389/514/636/1521/6482/8101/12393/31819,ok,ok,ok,N/A,ok,N/A,ok,N/A,N/A,N/A,N/A,N/A,23.94,46.49,30.25,29.75,31.75,30.75,36.50,1.344,1.346,1.539,1.501,3.270,5.031,10887,9342,10953,9457,10931,9294,10843,9199,10975,9391,11065,9473,11020,9490,223,82,Normal,Alive in Master,22,7940,38,N/A
2024041305,CEDS_10.153.24.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
